issuer,sector,short_name,isin,currency,volume_circulation,min_lot,status,issue_date,maturity_date,price,accumulated_coupon,denomination,сoupon,сoupon_once_year,сoupon_type,instrument_type,amort,subord,guarant,high_yield,available_iis,hold_benefit
"АО ""Селектел""",корпоративные,iСелкт1Р3R / Селектел оббП03,RU000A106R95,RUB,3.00 RUB,1000,В обращении,18.08.2023,14.08.2026,82.86 / 82.72 / 82.86,44.45,1000,66.32 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"МКПАО ""ОК РУСАЛ""",корпоративные,РУСАЛ 1Р9 / МКПАО ОК РУСАЛ оббП09,RU000A108VW7,RUB,30.00 RUB,1000,В обращении,02.07.2024,17.06.2027,92.28 / 92.29 / 92.32,10.81,1000,n/a,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АО ""Россельхозбанк""",корпоративные,РСХБ2Р18 / Россельхозбанк обб2П38,RU000A105TK2,RUB,12.00 RUB,1000,В обращении,09.02.2023,06.02.2025,98.18 / 98.18 / 98.2,9.53,1000,22.24 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Промсвязьбанк""",корпоративные,ПСБ 3P-09 / Промсвязьбанк обб3П09,RU000A109TJ6,RUB,17.00 RUB,1000,В обращении,18.10.2024,15.10.2027,99.2 / 99.19 / 99.2,17.26,1000,19.11 RUB,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Интерлизинг""",корпоративные,ИнтЛиз1Р07 / Интерлизинг оббП07,RU000A1077X0,RUB,4.14 RUB,920,В обращении,16.11.2023,02.11.2026,86.83 / 86.83 / 86.87,2.42,920,12.10 RUB,12,фиксированный,Облигация,да,нет,нет,да,да,да
Республика Беларусь,государственные,Беларусь07 / Республика Беларусь об07,RU000A100D89,RUB,10.00 RUB,1000,В обращении,07.05.2020,05.05.2025,95.46 / 95.41 / 95.46,10.71,1000,42.38 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Россети""",корпоративные,Россет1Р11 / ФСК Россети оббП11,RU000A107CG2,RUB,10.00 RUB,1000,В обращении,12.12.2023,10.12.2029,92.71 / 92.7 / 92.71,6.04,1000,n/a,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АО ""Селектел""",корпоративные,iСелкт1Р4R / Селектел оббП04,RU000A1089J4,RUB,4.00 RUB,1000,В обращении,12.04.2024,02.04.2026,89.23 / 89.13 / 89.23,3.29,1000,12.33 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ЕвроТранс""",корпоративные,ЕвроТранс2 / ЕвроТранс оббП02,RU000A105TS5,RUB,3.00 RUB,1000,В обращении,09.02.2023,26.01.2026,86.22 / 86.14 / 86.21,5.87,1000,11.01 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Газпром нефть""",корпоративные,Газпнф3P7R / Газпром нефть обб3П07,RU000A107605,RUB,34.00 RUB,1000,В обращении,07.11.2023,02.11.2027,94.75 / 94.76 / 94.87,24.68,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АО ""Коммерческая недвижимость ФПК ""Гарант-Инвест""",корпоративные,ГарИнв2P08 / ФПК Гарант-Инвест обб2П08,RU000A107TR3,RUB,3.00 RUB,1000,В обращении,21.02.2024,10.02.2026,77.5 / 77.2 / 77.5,14.3,1000,14.79 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Банк ВТБ (ПАО),корпоративные,ВТБ Б1-343 / Банк ВТБ оббП342,RU000A106TM6,RUB,14.90 RUB,1000,В обращении,01.09.2023,01.09.2026,98.73 / 98.62 / 98.72,8.63,1000,17.84 RUB,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Группа Черкизово""",корпоративные,ЧеркизБ1P5 / Группа Черкизово оббП05,RU000A105C28,RUB,10.00 RUB,1000,В обращении,27.10.2022,23.10.2025,88.5 / 88.49 / 88.5,14.45,1000,24.81 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""СФО ВТБ РКС Эталон""",корпоративные,РКСЭталон4 / СФО ВТБ РКС Эталон обП04,RU000A109NC4,RUB,20.00 RUB,964.52,В обращении,07.10.2024,01.12.2032,99.47 / 99.24 / 99.47,8.52,964.52,17.61 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ИНАРКТИКА""",корпоративные,Инаркт2Р1 / ИНАРКТИКА обб2П01,RU000A107W48,RUB,3.00 RUB,1000,В обращении,01.03.2024,26.02.2027,82.84 / 82.54 / 82.8,6.64,1000,35.53 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""НГК ""Славнефть""",корпоративные,Славнеф2Р5 / НГК Славнефть обб2П05,RU000A108ZH9,RUB,10.00 RUB,1000,В обращении,16.07.2024,15.05.2034,93.84 / 93.54 / 93.84,7.98,1000,n/a,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ГМК ""Норильский никель""",корпоративные,НорНик БО9 / ГМК Норильский никель обб09,RU000A1069N8,RUB,60.00 RUB,1000,В обращении,24.05.2023,17.05.2028,94.92 / 94.72 / 94.92,15.72,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ПИК-Корпорация""",корпоративные,ПИК К 1P5 / ПИК-Корпорация обб05,RU000A105146,USD,0.40 USD,1000,В обращении,05.08.2022,19.11.2026,75.0354 / 75.0353 / 75.2999,432.43,1000,27.89 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""Газпром капитал""",корпоративные,ГазКЗ-30Д / Газпром капитал об3П13,RU000A105SG2,USD,1.46 USD,1000,В обращении,10.02.2023,26.02.2030,67.6766 / 69.39 / 69.88,9.75,1000,16.25 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
ПАО Сбербанк,корпоративные,Сбер SbD2R / Сбербанк оббП679,RU000A109LG9,RUB,12.00 RUB,1000,В обращении,30.09.2024,01.10.2029,46.39 / 46.28 / 46.39,n/a,1000,n/a,n/a,нулевой (дисконтная),Облигация,NAN,нет,нет,нет,да,да
"ООО ""Интерлизинг""",корпоративные,ИнтЛиз1Р06 / Интерлизинг оббП06,RU000A106SF2,RUB,4.50 RUB,1000,В обращении,28.08.2023,24.08.2026,81.79 / 81.71 / 81.79,7.77,1000,33.66 RUB,4,фиксированный,Облигация,да,нет,нет,да,да,да
"ООО ""Газпром капитал""",корпоративные,ГазКЗ-26Д / Газпром капитал об3П09,RU000A105RG4,USD,0.89 USD,1000,В обращении,02.02.2023,11.02.2026,92.99 / 92.6502 / 92.9794,1858.63,1000,25.75 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ВУШ""",корпоративные,iВУШ 1P2 / ВУШ оббП02,RU000A106HB4,RUB,4.00 RUB,1000,В обращении,06.07.2023,02.07.2026,77.83 / 77.73 / 77.83,23.92,1000,29.42 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Селигдар""",корпоративные,SELGOLD001 / Селигдар обП001SLZ,RU000A1062M5,RUB,18.76 RUB,8426.19,В обращении,07.04.2023,31.03.2028,85.36 / 85.26 / 85.36,99.46,8426.19,n/a,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""РусГидро""",корпоративные,РусГид2Р04 / РусГидро обб2П04,RU000A10A8H1,RUB,11.50 RUB,1000,В обращении,05.12.2024,29.06.2026,100.7 / 100.65 / 100.7,6.93,1000,18.90 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Каршеринг Руссия""",корпоративные,iКарРус1P4 / Каршеринг Руссия оббП04,RU000A109TG2,RUB,3.50 RUB,1000,В обращении,18.10.2024,08.10.2026,91 / 90.92 / 91,19.07,1000,n/a,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Сегежа Групп""",корпоративные,Сегежа3P2R / Сегежа обб3П02,RU000A105SP3,RUB,6.00 RUB,1000,В обращении,03.02.2023,15.01.2038,86.96 / 86.69 / 86.96,13.07,1000,26.43 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
МФ и НП НСО,субфедеральные/муниципальные,Новосиб 24 / МФ и НП НСО оба24,RU000A1099S4,RUB,13.50 RUB,1000,В обращении,23.08.2024,17.08.2029,83.79 / 83.6 / 83.8,30.99,1000,48.62 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ООО ""Цифра брокер""",корпоративные,ЦифрБро1П2 / Цифра брокер оббП02,RU000A1040E8,USD,0.03 USD,1000,В обращении,12.11.2021,06.11.2026,83.2034,5.73,1000,13.71 USD,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Минфин России,государственные,ОФЗ 52002 / ОФЗ-ИН (52002),RU000A0ZYZ26,RUB,387.93 RUB,1551.7,В обращении,04.04.2018,02.02.2028,76.162 / 76.003 / 76.14,13.93,1551.7,n/a,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Россети Центр""",корпоративные,РоссЦP03 / Россети Центр оббП03,RU000A107AG6,RUB,5.00 RUB,1000,В обращении,05.12.2023,18.05.2027,94.35 / 94.26 / 94.35,10.2,1000,18.00 RUB,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Россети""",корпоративные,Россет1Р13 / ФСК Россети оббП13,RU000A109528,RUB,65.00 RUB,1000,В обращении,02.08.2024,19.07.2027,96.02 / 96 / 96.22,9.64,1000,n/a,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АО ""ГТЛК""",корпоративные,ГТЛК ЗО25Д / ГТЛК об04,RU000A1078V2,USD,0.29 USD,1000,В обращении,04.12.2023,17.04.2025,95.1 / 95.0004 / 95.2996,1013.51,1000,29.75 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""НоваБев Групп""",корпоративные,НоваБевБП7 / НоваБев Групп обб2П05,RU000A1099A2,RUB,4.00 RUB,1000,В обращении,20.08.2024,05.08.2027,97.59 / 97.5 / 97.59,17.18,1000,18.41 RUB,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
Минфин России,государственные,ОФЗ 29024 / ОФЗ-ПК024,RU000A1066D5,RUB,750.00 RUB,1000,В обращении,04.05.2023,18.04.2035,93 / 92.999 / 93,26.33,1000,n/a,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ООО ""СОЛНЕЧНЫЙ СВЕТ""",корпоративные,СОЛСВЕТ1Р1 / СОЛНЕЧНЫЙ СВЕТ оббП01,RU000A1074Q1,RUB,1.00 RUB,1000,В обращении,25.10.2023,17.04.2025,97.74 / 97.65 / 97.74,11.7,1000,12.53 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""Акрон""",корпоративные,Акрон Б1P6 / Акрон оббП06,RU000A10AA28,RUB,12.00 RUB,1000,В обращении,09.12.2024,27.07.2027,99.75 / 99.73 / 99.75,4.65,1000,n/a,12,плавающий,Облигация,да,нет,нет,нет,да,да
"ПАО ""Аэрофлот""",корпоративные,Аэрофл БО1 / Аэрофлот оббП01,RU000A103943,RUB,24.65 RUB,1000,В обращении,17.06.2021,11.06.2026,82.73 / 82.73 / 82.76,0.92,1000,20.82 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
Минфин России,государственные,РФ ЗО 28 Д / МинФин Зам 24/06/2028,RU000A10A869,USD,2.50 USD,1000,В обращении,05.12.2024,26.06.2028,110.7 / 110.6 / 110.7,6332.63,1000,63.75 USD,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ЕвроТранс""",корпоративные,sЕвТран2P1 / ЕвроТранс об2П01,RU000A1082G5,RUB,2.00 RUB,1000,В обращении,19.03.2024,11.02.2031,68 / 67.85 / 68,0.93,1000,13.97 RUB,12,изменяемый,Облигация,да,нет,нет,нет,да,да
"АО ""Джи-групп""",корпоративные,Джи-гр 2Р4 / Джи-групп оббП04,RU000A108TU5,RUB,3.00 RUB,1000,В обращении,25.06.2024,14.12.2026,84.9 / 84.55 / 84.9,13.86,1000,n/a,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"ООО ""ИА ТБ-1""",корпоративные,ИА ТБ1А / Ипотечный агент ТБ-1 обб01,RU000A103D37,RUB,0.58 RUB,102.3,В обращении,08.07.2021,23.03.2034,95.67 / 95.68 / 95.89,1.86,102.3,n/a,4,фиксированный,Облигация с покрытием/участие в кредите,да,нет,нет,нет,да,да
"ПАО ""РусГидро""",корпоративные,РусГидБП12 / РусГидро оббП12,RU000A106ZU6,RUB,30.00 RUB,1000,В обращении,11.10.2023,04.10.2028,93.6 / 93.69 / 94.07,37.63,1000,50.36 RUB,4,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АО ""АБЗ-1""",корпоративные,АБЗ-1 1Р05 / АБЗ №1 оббП05,RU000A1070X5,RUB,2.00 RUB,1000,В обращении,16.10.2023,30.09.2026,78.16 / 78.16 / 78.21,2.88,1000,12.33 RUB,12,изменяемый,Облигация,да,нет,нет,нет,да,да
"АО ""Джи-групп""",корпоративные,Джи-гр 2Р3 / Джи-групп оббП03,RU000A106Z38,RUB,2.00 RUB,1000,В обращении,03.10.2023,29.09.2026,81.74 / 81.73 / 81.89,32.07,1000,38.39 RUB,4,фиксированный,Облигация,да,нет,нет,нет,да,да
"ПАО ""ЕвроТранс""",корпоративные,ЕвроТранс1 / ЕвроТранс оббП01,RU000A105PP9,RUB,3.00 RUB,1000,В обращении,27.12.2022,11.12.2025,88.09 / 88.03 / 88.09,n/a,1000,11.10 RUB,12,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"ПАО ""ТГК-14""",корпоративные,ТГК-14 1Р1 / ТГК-14 оббП01,RU000A1066J2,RUB,3.50 RUB,1000,В обращении,04.05.2023,30.04.2026,85.45 / 85.44 / 85.45,17.64,1000,34.90 RUB,4,фиксированный,Облигация,NAN,нет,нет,нет,да,да
"НАО ПКО ""ПКБ""",корпоративные,ПКБ 1Р-05 / ПКБ оббП05,RU000A108U72,RUB,3.00 RUB,1000,В обращении,26.06.2024,07.06.2028,89.68 / 89.69 / 89.91,13.81,1000,n/a,12,плавающий,Облигация,да,нет,нет,нет,да,да
"ПАО ""Акрон""",корпоративные,Акрон Б1P5 / Акрон оббП05,RU000A109XR1,RUB,12.00 RUB,1000,В обращении,29.10.2024,14.10.2027,99.31 / 99.3 / 99.32,11.22,1000,n/a,12,плавающий,Облигация,да,нет,нет,нет,да,да
"ООО ""ИКС 5 ФИНАНС""",корпоративные,ИКС5Фин3P2 / ИКС 5 ФИНАНС обб3П02,RU000A1075S4,RUB,20.00 RUB,1000,В обращении,02.11.2023,19.10.2026,98.24 / 98.15 / 98.25,12.11,1000,18.16 RUB,12,плавающий,Облигация,NAN,нет,нет,нет,да,да
"АО ""СТМ""",корпоративные,sСТМ 1P2 / Синара-ТМ оббП02,RU000A103G00,RUB,10.00 RUB,1000,В обращении,28.07.2021,22.07.2026,72.85 / 72.73 / 72.85,34.56,1000,43.38 RUB,2,фиксированный,Облигация,NAN,нет,нет,нет,да,да
